Valoracion,Comentario
1,relacion calidad precio
1,facil de extender con un aroma agradable y duradero
1,fresco y facil de aplicar calidad que se nota precio ajustado
1,me a encantado huele super bien absorbe y deja la piel muy idratada recomendable de 10
1,todo perfecto
1,deja la piel super suave y no es nada grasa
1,supero mis expectativas y temia al comprarla lo recomiendo
1,su suavidad aroma todos amable
1,hidratacion maxima piel suave para usar a diario y tener una piel estupenda
1,buen envio y el producto esperado pero por el precio hay otras opciones que quizas son mejores en aroma pero bien en general buena calidad
1,buena crema hidratante muy suave y se absorbe de maravilla deja la piel muy hidratada y suave
1,de las mejores cremas de cuerpo
1,muy buen producto a un precio increible lo compre de oferta y merece mucho la pena
1,practico formato familiar muy buen olor y absorcion buena compra supongo que la marca lo dice todo
1,me gusta por lo que hidrata el olor y se absorbe enseguida me encanta esta crema
1,suavidad y aroma a limpieza
1,me va muy bien para mi piel que necesita una hidratacion intensa
1,esta crema es muy hidratante  y la utilizo siempre que puedo permitirmelo  os la aconsejo
1,es un buen producto lo uso a diario
0,no se corresponde la foto con el base que llega
1,deja la piel bien hidratada y para nada grasa buena en definitiva
1,me gusta el formato porque rinde para la familia el precio y la locion no es nada grasa se absorbe con mucha facilidad y no tiene olor la recomiendo
1,ya conocia esta crema  y la que he recibido es original y la practicidad del envase la hace recomendable  perfecta
1,la mejor  sin alcohol e hidrata muchisimo  yo ya no cambio y mi hijo no se deja echar otra  y eso que es pequeno
1,se adecua a lo que esperas
1,se absorbe muy bien y no deja grasa muy buena
1,la tengo desde hace una semana y el resultado es muy bueno
1,una crema muy buena desde la primera aplicacion
1,que decir de esta locion es perfecta para el cuerpo y a buen precio
1,la crema se absorbe con mucha facilidad y me mantiene hidratada todo el dia la piel buenisima6
1,hidrata muy bien y se absorbe pronto al menos para mi piel muy seca
1,es una crema muy calidame deja la piel muy suave y perfumada excelente producto muchas gracias
1,no tiene aroma  hidrata bien yo tengo la piel seca y estoy contenta
1,suave no grasa y se absorbe rapidamente lo mejor que he probado
1,despues de probar esta no pienso comprar otra al fin encontre una crema que me hidrata al momento y no es pegajosa
1,perfecto el lote un precio inigualable los dos botes y la crema buenisima para la piel muy contento repetire
0,elegi esta crema porque hay zonas que tengo mas secas y pasadas un par de horas necesito volver a echarme porque vuelven a estar resecas
1,buena crema a un buen precio
1,deja la piel muy suave se absorbe rapido y huele super bien
1,es una crema que es muy hidratante no se queda aceitosa los talones los hidrata muy bien incluso las manos
1,la mejor crema hidratante que he probado deja la piel suave y se absorbe con facilidad con este pack doble sale a un precio muy interesante
1,excelente  hidrata sin engrasar
1,muy hidratante absorbe rapido no grasenta y huele como a algodon es decir muyyyy suave me encanta
1,es un buen producto ha llegado a tiempo y perfectamente embalado
1,crema hidratante de buena absorcion y resultados rapidamente apreciables muy buena calidad formato mas economico aunque menos manejable
1,pos si buena crema hidratante aunque con mucho olor deberia ser mas neutra en cuanto a la fragancia que lleve
1,la mejor si te gustan las cremas densas
1,una crema hidratante excepcional es excelente para la piel especial para pieles secas
1,esta muy buen calidad precio recomiendable 100
1,producto ideal para piel reseca en especial para las manos en invierno
1,hidrata bien y es muy suave
1,el producto es tal y como se describia en el anuncio el paquete llego el 23 de marzo de 2020 dos dias antes del previsto todo correcto y ok buen vendedor
0,la marca es la mejor y el precio en oferta tambien pero no coincide la foto mostrada con el bote enviado
1,huele muy bien y se absorbe muy rapido
1,me ha gustado muchisimo es una crema ideal
1,muy buena la recomiendo 
1,para lo que esta recomendado por el fabricante
1,el olor es suave de esta crema corporal y suaviza realmente la piel por largo tiempo
1,toda en si
1,el dosificador facilita mucho su uso la piel lo absorbe facilmente
0,para piel normal no me vale no se absorbe nada muy grasienta la version visibly renew me ayuda mucho
1,la marca en este caso nunca falla muy buena crema hidratante para uso diario se absorbe rapido y se queda la piel tersa y suave
1,el cuerpo lo absorbe muy rapido  no es nada graso repetire
1,todo perfecto
1,crema corporal que funciona estupendamente
1,una maravilla usada todo el verano facil de extender y super hidratante la recomiendo
1,el resultado despues de casi tres semanas es muy bueno seguramente repetiremos
1,me ha gustado por su hidratacion
1,la relacion calidadprecio es inmejorable la hidratacion dura bastante tiempo deja la piel muy suave y su aroma muy agradable
1,muy buena absorcion y buen aroma
1,te deja la piel muy bien
1,es una hidratante muy buena
1,muy hidratante y absorbencia rapida
1,me gusta porque hidrata bastante
1,es una oferta excelente de la marca no se puede decir mucho mas una de las mejores
1,buen precio
1,excelente hidratacion
1,muy buena crema estoy encantada
1,perfecta me gusta mucho
1,desdeq la utilizo no he cambiadode marca
1,hidrata mucho y comprando el pack sale a muy buen precio
1,hidrata bn la piel y perdura la hidratacion
1,muy buen producto a muy buen precio
1,hidratacion intensa
1,me viene genial para hidratar la piel
1,es una buena crema hidratante no es grasa se absorbe rapidamente
1,en casa en 2 dias asi dagusto
0,lo uso siempre es buenisima
1,calidad y precio
1,llevo anos usandolas  ha daludo otra de la misma marca que no engrasa la ropa
1,gran producto a un buen precio
1,buen producto
1,es la que mas me gusta
1,calidad neutrogena
1,su suavidad y capacidad hidratacion
1,perfecta
1,muy buen producto
1,es mi crema habitual para el cuerpo
1,siendo de neutrogena ya es suficiente garantia
0,calidad precio buenos
0,es buen producto pero no me convence buen precio
1,lo uso a diario muy buena crema
1,buen producto se extiende bien no grasa
1,se absorbe muy rapido no queda nada pegajosa y huele super bien ademas e que hidrata mucho yo tengo la piel seca y la uso a diario
1,muy buen producto
1,llego muy rapido y en perfectas condiciones la crema es tal y como se describe muy buena calidad
1,buen producto
1,la crema ideal para el nene
1,la uso desde hace mucho tiempo y para mi es la mejor
1,de las mejores que he probado
1,para mi la mejor crema hidratante muy buena oferta de precio
1,embalaje perfecto es un gran producto
1,fantasticas vale la pena
1,muy buena crema
1,hidrata fenomenal nada en contra
1,mucha cantidad nada pegajoso olor ligerito y agradable
1,hidrata es lo mas importante facil de untar
1,ya lo conocia y es muy hidratante
1,no uso otra
1,buen producto
1,recomendable 100
1,lo he comprado para mi mujer es un buen producto
0,el paquete ha llegado con el envoltorio destrozado y sin uno de los dosificadores el producto es muy bueno pero la presentacion que me han mandado un desastre muy mal pagar premium para esto
1,la mejor hidratante corporal que he probado ya no cambio a otra
0,huele bien se absorbe bien pero no sirve para nada solo dura el momento de usarla
1,excelente muy buen producto
1,me encantadeja la piel super hidratada con muy poca cantidadnada grasamuy rapida absorcion y un aroma muy agradable de las mejores que he utilizado
1,hace un tiempo hice un comentario del producto y puse una opinion mala me hacia pelotillas y lo odiaba lo utilizaba casi todos los dias sobre todo al salir de la ducha y me hacia un monton de pelotillas al secar y lo odiaba mucho me daba impotencia porque secaba rapido y me hidrataba muy bien pero me hacia las pelotillas que tanto odio pero he encontrado el problema me exfolio con un exfoliante en aceite al salir de la ducha me ponia la crema y al rato salian las bolitas una vez que cambie la forma y el producto para exfoliarme y use la crema el problema se soluciono ya no me volvieron a salir las dichosas pelotillas estoy encantada con el producto se absorbe rapido me hidrata un monton y me deja una muy buena sensacion me encanta repetire seguro porque llevo mucho tiempo buscando una crema que me hidrate por que mi piel es seca y cumple su funcion repetire
1,me gusto muchisimo vale la pena
1,si buen producto
1,siempre la uso y me va muy bien
1,muy buen producto
1,buenos resultados y muy comodo el dosificador
1,deja la piel super suave e hidratada
1,muy buena
1,genial de precio
1,como siempre ideal
1,se absorbe muy rapido es muy hidratante y ademas huele fenomenal
1,perfecta para pieles secas
1,super hidratante nada pegajosa y se extiende muy bien muy buena compra
1,es una buena crema aunque un poco neutra de aroma
1,todo correcto
1,el producto genial pero ha llegado 6 dias despues de lo previsto
0,llevo anos utilizando esta crema corporal crema de este lote diferente a anteriores aun siendo mismo nombre textura mas fluida y mas pegajosa menor capacidad de hidratacion al lavarse las manos tras aplicar la crema por el cuerpo sientes sensacion de tener algo adherido que termina diluyendose en el agua conservo alguna anterior y estos problemas no me suceden
1,excelente crema
0,el producto estaba abierto y parecia que le habian sacado algo de crema
0,suavidad y absorbenciacon una textura muy buena
0,huele mal a rancio como si estuviera caducada no la puedo ni usar
0,bien hace su cometido
0,la crema venia en una bolsa y el bote totalmente roto y la crema derramada
1,es la crema de siempre suave y con buena absorcion en un pack oferta muy bien de precio
1,el producto tiene un olor sutil y muy agradable se estimen desde forma muy agradable el bote es grande y trae gran cantidad hidrata la piel durante todo el dia y la deja muy suave
1,me a gustado mucho hidrata muy bien y el precio con el descuento que me hicieron genial volvere a comprarlo seguro
1,producto muy bueno  mas economico que en farmacias y muy recomendable ademas lo compre en oferta
1,lo que mas me ha gustado de esta crema es la suavidad y la hidratacion que aporta a la piel sin ser grasa ni tener olores empalagosos su olor es muy suave casi imperceptible y se absorbe rapido
1,buen producto deja la piel muy bien y con un olor muy bueno
1,absorbe de maravilla y te deja la piel suave como el culito de un bebe repetire sin dudarlo
1,la mejor crema hidratante que hay en el mercado
1,a mi esposa le encanta esta crema
1,una buena cremate deja la piel muy suave
1,la mejor crema que he probado de siempre
1,mismo producto que pack comprado en farmacia pero mas economico imprescindible si tienes la piel seca resultado inmediato desde la primera aplicacion muy satisfecha
1,se ha convertido en mi crema favorita con diferencia sabemos que barata no es pero es que dura muchisimo y es impresionante como deja la piel suave hidratada y con buena apariencia neutrogena siempre la mejor marca volveremos a comprar 
1,la piel no se queda con el tacto grado despues de su uso hidrata y el tacto es suave nos gusta mucho a toda la familia
1,muy satisfecha con este producto lo compro desde hace mucho tiempo
1,se ha convertido en mi crema favorita con diferencia sabemos que barata no es pero es que dura muchisimo y es impresionante como deja la piel suave hidratada y con buena apariencia neutrogena siempre la mejor marca volveremos a comprar 
1,la piel no se queda con el tacto grado despues de su uso hidrata y el tacto es suave nos gusta mucho a toda la familia
1,totalmente encantado crema para piel seca que hidrata enseguida y mantiene hidratacion por muchas horas 100 recomendable la mejor oferta de todas
1,me encanta esta crema  para mi me viene muy bien
1,muy buena
1,super contenta huele suave no es pegajosa y te deja la piel super super suave
1,la promocion de poder comprar este producto de tan buena calidad por un buen precio
1,esta crema es muy buena
1,muy buena crema corporal hidrata mucho la piel
1,se la envie a mi madre y esta muy contenta
1,yo que tengo la piel muy seca me va fenomenal
1,no es demasiado espesa con lo cual se extiende y se absorbe muy bien
1,buen producto recomendable
1,100 recomendable muy bien en todos conceptos
1,muy buena hidrata mucho y deja la piel muy suave
1,a mi que me encanta ponerme crema en el cuerpo se absorbe muy rapido y no queda nada pegajoso hidrata muchisimo
1,lo esperado
1,encantada dura muchisimo el bote ya que su textura es liquida y se extiende facil a la larga sale mas barata que otras cremas mas que cuestan menosgenial para personas que sufren de piel dermatitis atipica sequedad picor
1,buena compra
1,suelo usar ph5 eucerin pero esta me ha gustado mucho hidratante profunda de facil aplicacion y se absorbe rapido
1,muy bueno y lo mejor que se absorbe en segundo dejando la piel suaveme lo recomendo el dermatologo y muy buenolo recomiendo
1,crema muy nutritiva deja la piel muy suave y bien hidratada buena absorcion no te queda pringosa
1,me ha gustado su hidratacion no me ha gustado su composicion
1,la locion corporal vine mucha cantidad puede durar bastantes meses el olor es bastante agradable deja la piel muy hidratada despues de su uso recomendable para pieles secas  
1,buen producto
1,buena crema hidratante corporal para el dia a dia
1,la mas efectiva para mis pies
1,lo rapido que se absorbe y la hidratacion profunda de la crema
1,una buena crema hidratante con un precio en oferta que no he podido rechazar
1,es una buena hidratante y tiene muy buen olor pero me sigue gustando mas la roja
1,utilizo esta crema para mi madre que al estar encamada las llagas aparecen cuando menos lo esperas y como prevencion va perfecta son unos anos que llevo utilizando gracias
1,todo bien
1,todo bien
1,buena absorbencia y suavidad aroma aceptable
1,llego a tiempo en perfectas condiciones muy buen producto a muy buen precio
1,un producto de 10 buen olor hidratacion soberbia y sin dejarte pringoso
1,es muy buena marca y no defraudada es muy suave se absorber rapidamente y huele de maravilla
1,lo uso para las extremidades y va muy bien
1,me recomendaron esta crema para el cuidado de las pieles y la compre para aplicarsela a mi madre que ya es de avanzada edad y la verdad que le tiene la piel superbien hidratada y aspecto la recomiendo
1,como siempre lo bueno sale bien
1,pues eso estoy muy contenta es la tercera vez que pido esta crema precisamente porque no tiene fragancia y es bastante ligera no tengo la piel demasiado seca y en general la cremas con mucho olor me parecen empalagosas y que tardan mucho en absorberse si tienes la piel normal me parece ideal vienen los dos botes y son bastante grandes en la foto pongo mi mano para referencia
1,muy buen producto el perfume es suave aunque lo prefiero sin el
1,cuando llega el frio la piel se me seca muchisimo provocandome picor y muchisimo malestar en verano lo mismo durante toda mi vida he probado muchas marcas de cremas hidratantes para el cuerpo pero ninguna me gusta tanto como neutrogena parece que han dado en el clavo con su formula noruega  para mi es sin duda la mejor por varios motivos  no pringa nada  despues de echartela dejas que seque un poco y se absorbe enseguida desapareciendo la sensacion de pringue completamente que es una de las cosas que mas odio de las cremas te puedes vestir a los pocos segundos como si nada  hidrata como ninguna  su poder de hidratacion es superior la hidratacion dura mas de 24 horas si se aplica a diario te olvidas con seguridad de la sequedad dejando tu piel muy suave  su precio  por este precio no vas a encontrar nada igual ademas en amazon su precio es inigualable y de vez en cuando baja bastante hasta unos 13 por lo que teneis que estar atentos se vende en un pack 2x1 2 botes de 750 ml  su aroma  huele realmente bien su perfume te deja un olor muy agradable y confortable esta formula es la de hidratacion profunda destinada para pieles normales o secas si tu piel es mas bien muy seca e irritada te aconsejo que pruebes la formula para reparacion intensa contiene glicerina para retener el agua de tu piel parafina un complejo de azucares de origen vegetal y vitamina e para proteger la piel de agresiones externas recomendacion segun mi experiencia aconsejo aplicar una o dos veces al dia tras el bano o la ducha  si te ha servido de ayuda te agradeceria un click en util gracias 
1,muy bueno
1,absorcion perfecta y tamano economico y ademas oferta x 2  me encanta la utilizo habitualmente la primera vez que la compro por aqui
1,fue una oportunidad
1,la piel lo absorbe bien buen producto para la piel hidrata muy bien
1,esta marca es una garantia a la hora de hablar de cremas y ha cumplido mis expectativas olor agradable pero sin ser muy fuertese absorbe muy rapido y a los pocos dias de utilizarla ya se nota en la piel
1,buena
1,facil de aplicar absorbe bien olor suave tambien apto para hombres
1,no llevo usandolo tanto tiempo como para decir si veo cambios en la piel de mi contorno de ojos o no pero puedo decir que la sensacion al aplicarlo y despues sin fragancia fuerte y textura muy ligera con poca cantidad cunde mucho y es facil de aplicar
1,toda la gama de cremas es buenisimaestan hechas con ingredientes naturalessin sulfatos ni siliconasse notan los resultados en la piel
1,el olor es fantastico pero antiarrugas lo justo porque para mi al menos alisa la piel pero no hidrata dependera del tipo de piel personalmente no repetire porque ademas no viene precintado ni nada
1,no se ha podido cargar el contenido multimedia me gusta no desprende ningun aroma es muy facil de aplicar y como no es muy densa la piel lo absorbe facil y rapidamente cuando seca no deja rastro notas la zona del contorno de los ojos mas tersa y voy notando una mejoria en mis bolsas volvere a comprarla porque es facil de aplicar y ademas barata porque lo aplicas en diminutas gotas directamente con el tubo y cunde un monton muy recomendable
1,hidrata bien y no es grasa
1,no le doy cinco estrellas pues los resultados no han sido muy visibles
1,es una crema para las ojeras pero no noto mucha diferencia
1,buena relacion calidad precio el producto a pesar que no es de los mejores cumple su funcion
1,me ha encantado
1,lo compre pq la crema ya la he usado y tenia curiosidad del serum huele como a lavanda lo utilizo solo por la noche con la crema y esta bienaunque las arrugas no llega a combatirlas
1,hidrata bien como la utizo muy temprano a media tarde tengo que poner algo mas siento que no me aguanta hasta la noche pero me va bien
1,en cosas de cosmetica y mas masculina es complicado ser objetivo pues los resultados a mi al menos no son empriricos y definitivos pero si he de decir que este producto me da la sensacion de que mejora la piel de la cara es muy hidratantante se absorbe fantasticamente y deja una aspecto mate no se si es un termino muy profesional que en definitiva me hace mejor cara sin brillos y suave me gusta disculpas por lo poco tecnico de la resena
1,la primera vez en mi vida que pruebo un serum me daba yuyu total porque tenia la sensacion de que iba a tener la cara como untada en aceite johnson durante todo el dia y como que paso pero nope esta bastante bien aunque tengo que usarla sola sin crema si me pongo crema despues entonces si tengo sensacion de tostada de mantequilla pero yo soy muy tiquismiquis con las fritangas en la piel o pelo asi que uso crema por las mananas y esto por las noches cuando me acuerdo claro  creo que volvere a comprarlo
1,lo estoy probando y por ahora nno veo resultados  pero es comodo de aplicar y huele genial sobre todo no me escucen los ojos como otros  se le dara una oportunidad a ver que tal
1,buena para hidratar pero poco mas se absorbe muy mal si hace calor se queda la cara llena de perlitas de sudor buena olor y textura agradable
1,fantastica crema totalmente recomendable
1,5 estrelas
1,se absorbe con facilidad y es facil de usar pero aun no he podido comprobar los resultados
1,si fuera mas absorbente seria mejor
1,compre este contorno sobre todo esperando a q me bajara un poco las bolsas ya q me preocupaban mas q las arrugas tipicas de expresion he de decir q aunq mis bolsas estan practicamente intactas si q he notado una gran hidratacion en la zona y una mejoria en las patas de gallo
1,es una hidratante corriente pero cubre su funcion y la relacion calidadprecio es buena
1,me ha gustado la textura ligera y se absorbe bastante rapido sobre el efecto ojeras no sabria decir creo que todavia es pronto sigo usando anti ojeras pero si es verdad que ofrece una mirada mas limpia sobre las bolsas mal asunto siguen ahi pero si hace algo de efecto en el parpado superior parece el ojo mas grande porque deshincha bastante
1,el pack es estupendo  el serum y la crema me han encantado
1,facil aplicacion transparente funciona lo volvere a comprar
1,me ha gustado sobre todo el contorno de ojos
1,es un contorno q esta bastante bien y se absorbe rapido calidad precio merece la pena
0,tiene una textura y un olor agradable tengo la piel mixta y al ponermela se absorbe bien pero al cabo de un rato me empezo a sudar la cara y a sacar brillo osea que no se absorbe del todo la tapa que trae para dosificar confunde un poco porque no sabes la cantidad que trae yo le hice mucha fuerza y se hundio la tapa dosificadora y vi que trae muy poca crema deje de ponermela por el brillo y la transpiracion que provoca
1,la compre porq adquiri la matificante y realmente ha ido muy bien para la grasa y pense que quizas al ser de la misma gama igual no me daba tanta grasa pues de noche usaba una de otra marca que realmente amanecia con la cara muy bien en arrugas pero super engrasada  esta crema es como pastosa cuando la colocas y extiendes parece que la mano se quedan pegada si das palmaditas con las manos parece que se quedan pegada a la cara pero si te la ves en el espejo realmente no se ve nada de grasa se ve super bien a los varios minutos 5 o 10 ya vas notando la piel mas suave y que se va quitando esa sensacion pegajosa y cuando amanece no tengo la piel tan grasienta como con otras cremas se ve pero menos igualmente creo que es bueno tener algo de grasa para la hidratacion de la piel pero no tanta como me dan otras llevo varios dias y me gusta como va llendo con esta crema aunq realmente es que diadermin es de las mejores marcas me gustaria que sacaran mas gamas para piel grasa es algo que noto con casi todas las marcas pero dentro de lo que cabe esta marca no es tan grasienta como otras asi que seguire fiel a diadermin y esta nueva gama de botology me gusta me animare a probar la de diapero como la matificante me va bien me da miedo gastar el dinero en una de dia y que me de grasa igual cuando se me cabe el bote o vea una superoferta la compre pero esta de noche le doy un 10
1,me esta sorprendido para bien
0,la verdad es que no se si funciona ya que fue para regalo
0,no entiendo la cantidad de comentarios tan positivos que hay es una crema de calidad mediabaja que hidrata algo pero no nutre hace brillos y el contorno de ojos que viene de regalo igual para el precio que tiene esperable
1,comodo de aplicar resultado satisfactorio
1,la textura es fina y tiene un aroma bastante agradable no os puedo decir si hace efecto lifting porque no tengo el contorno del ojo caido pero por todo lo demas  volveria a comprarlo con solo dos gotitas te es suficiente
1,es una crema que disimula el cansancio y las bolsas en los ojos fresca y facil de aplicar lo unico malo que trae muy poco por el precio que cuesta por lo demas genial 
1,esta marca es buena en general las cremas son suaves e hidratantes sin dejar brillos y huelen bien la caja pone que es compostable y la verdad que se nota en el tacto y es muy mona y practica asi que queda bonito si es para regalo yo la reutilice para enviar unos libros y les parecio super practico y bonito nota aunque sea un paquete muy bonito para regalo jamas regales cremas menos si son anti edad a menos que conozcas mucho a la persona y sepas que las quiere las usa o las haya pedido explicitamente si no quieres comertelas tener que pasar por una extraccion rectal yo ganar un enemigo para toda la vida
1,me encanta  lo uso noche y manana  hidrata mucho ayuda el aspecto de descanso  lo volvere a comprar
1,huele muy bien se absorbe rapido dejando la piel hidratadaa mi me funciona y tiene un precio buenisimo la recomiendo 
1,bueno
1,uso personal diario buena relacion calidad precio lo recomiendo
1,es un pack compuesto compostable y biodegradable por papel de residuo de cana de azucar 100 natural sin quimicos y sin arboles la crema de dia y la crema de noche lift botology minimizan la aparicion de las lineas de expresion para alisar tu piel ayudando a la prevencion de arrugas reduce las arrugas visibles en 4 semanas hidrata suaviza y reafirma la piel 92 de ingredientes naturales alisa intensamente las lineas de expresion y reduce las arrugas visibles mejora la elasticidad de la piel
1,antes usaba la misma marca pero la fe caja rojo cogi esta por no naturalez biologica que era y me encanto es cremosa pero no en esceso nutre y no notas la piel tirante la otra era demasiado densa esta es mas como la del dia sensacion de frescura
1,he comprado en su lugar la crema de babaria retinol es perfecta gracias por todo saludos
1,esta bastante bien con el tiempo alisa la piel de la zona del parpado inferior la zona de las bolsas por lo que cumple su funcion y no escuece los ojos ni nada lo unico que no me gusta es que deja como una capa de brillo donde lo aplicas hasta que se absorbe del todo ademas noto que deja restos no se absorbe al 100
1,es agradable y refrescante buena calidad precio
1,es un producto normal  facil de aplicar
0,no tenia precinto la pegatina que se pone en la caja para no se abierto
1,primera vez que uso  buena absorcion y poco densa
1,el tamano del embase es muy pequeno asi que pense que el producto se me acabaria pronto pero la verdad es que necesitas muy poco producto con tan solo una gotita tienes para cubrirte toda la zona del ojo no es nada pegajoso absorbe muy bien y estoy encantada espere varias semanas de uso para ver los resultados y asi opinar pues estoy muy satisfecha y contenta las ojeras se me han disimulado bastante lo comprare de nuevo
1,tiene una textura muy agradable que se absorbe sin dejar sensacion pegajosa o pringosa hay que aplicar muy poca cantidad yo tengo la piel muy sensible y no he tenido ningun problema muy contenta con la compra
1,fabuloso
0,me ha gustado la absorcion esta bien pero no tiene nada especial todo muy normal
0,quise probarlo xq mi piel esta peleada con los serums ninguno me viene bien y tenia ganas de poder utilizar alguno pero que va mi piel es mixta y madura 48 anos el serum es muy ligero y da la impresion que se va a absorber bien pero para nada utilice poquita cantidad y aun asi se quedo toda la cara reluciente cual sarten y se hizo como una capa sobre mi piel que parecia plastico el ultimo serum que compro dimito pero como ya he dicho es mi piel que no tolera los serums con que si la tuya tampoco mejor que no lo compres yo se lo regalare a mi madre que tiene la piel seca a ver que tal la va en cuanto a la crema de dia bastante mejor no da nada de grasa y se siente la piel suave y confortable se absorve bien utilizo muy poquita cantidad yo utilizaba cremas bio que quieras que no llevan aceites naturales si pero aceites y seran muy buenas pero para piel mixta el aceite no va bien del tipo que sea al menos a mi asi que de momento me quedo con esta crema mas barata los ingredientes no estan mal y al menos la cara no queda grasa ni siquiera ahora con estas temperaturas tan altas que estamos sufriendo
1,me ha gustado mucho yo y me novio usamos y va de maravilla
0,el embalaje viene en mal estado como se ve en la foto x lo demas parece que todo correcto
1,despues de un mes utilizandolo puedo decir que empiezo a ver mejor mis ojerasen el momento de aplicarlo se nota frescura e hidratacion yo me lo aplico por la manana y por la noche para un mayor resultado lo que mas me gusta de este producto es que contiene un 92 de ingredientes naturales entre ellos estan las funciones de relajar la tension en el contornominimizar la aparicion de lineas de expresionalisar y reafirmar la piel de esta zona
1,la textura es perfecta fresca ligera y de rapida absorcion en referencia a la efectividad no puedo aportar mucho ya que no tengo arrugas ni ojeras y la uso con caracter preventivo me decidi a probarla por que tiene excelentes criticas es una marca reconocida y de precio asequible
1,recomiendo su uso diario durante 30 dias como minimo y 45 dias como maximo empezaras a ver resultado a los 7 dias de tratamiento crema de dia super rellenador 50ml  crema de noche super rellenador 50ml  pieles maduras  con micro capuslas de acido hialuronico pack compostable y biodegradable compuesto por papel de residuo de cana de azucar 100 natural sin quimicos y sin arboles
1,me ha encantado no deja la piel grasa pero se nota la hidratacion es mas me noto la arruguita rellena y hasta menos ojeras
1,me gusta porque no es grasa ni pastosa y es textura crema gel que es muy agradable a mi parecer
1,para crema diaria es muy correcta si buscas algo mas  sigue buscando
1,llevo unas semanas probandolo y estoy muy contenta es muy suave ligero y se absorbe muy rapido pero no deja la zona reseca no he notado que disminuya mucho las arruguitas porque solo tengo leves lineas de expresion pero podria decir que se notan algo menos sin duda repetire y probare el resto de productos de la gama buena relacion calidadprecio
0,idrata la zona facil de aplicar pero no noto que haga nada con la ojera tengo la misma bolsa antes y despues de poner el producto
1,me gusta que es bien untable y se absorbe bien y relacion calidad precio muy buena no he visto mejoria
1,de momento aun sin resultados
1,buena textura y olor he notado disminucion de poros abiertos
1,muy buen contorno de ojos
1,apropiada para piel mixta y con un agradable aroma ademas es genial para un detalle por poco dinero
1,lo he vuelto a comorar
1,a ver no es una crema de alta gama como suelen decir pero me gusta la textura ha mejorado mi piel y me encanta el aroma suave que tiene no me ha salido ningun granito como me pasa con otras mas caras y la piel no queda aceitosa una calidadprecio bastante buena y el contorno de ojos mejor no me ha dado ningun tipo de reaccion y tenia unas bolsas que se estaban empezando a marcar mas de la cuenta y ha mejorado todo el contorno de manera apreciable milagros no hace pero si que he notado un cambio lo seguire comprando
1,me falta probar pero tiene buena pinta gracias
1,no la absobe muy rapido la piel
1,lo cogi en oferta aun no lo probe espero que cumpla expectativas
1,tiene buena absorbencia y es ligera no grasa y sienta bien me noto las lineas de los ojos mas atenuadas estoy pensando en probar la crema para la cara
1,de momento lo he usado poco pero me gusta a primera vista tiene un efecto mas bien alisador que tensor en el sentido de que te queda el rostro con una aspecto mas lisito se nota menos el poro la verdad que pocas temporadas he usado serums y ahora a los 40 que me veo un poco mas pasa me he animado a generar una rutina un poquito mas completa tiene una textura algo mas espesa que otros que he usado aunque sigue siendo acuoso y huele muy bien y ligero no se si sera mejor que otros pero tiene buen precio y sobre todo ingredientes no agresivos que era lo que buscaba principalmente
0,esta bien por el precio que se paga pero esta muy justito en resultados
0,abierto y derramadono lo devuelvo pq no merece la pena
1,bueno
0,llevo unos dias solo usandolo y de momento no noto ningun cambioes muy liquidillo no se si deberia ser asiesperare un tiempo mas pero no hay resultados inmediatos de todas formas por el precio milagros a lourdes
0,el envio ha sido rapido pero no puedo opinar sobre el producto porque no trae ningun precinto de garantia ni en la caja ni el bote no es algo que me de mucha confianza
1,lo que si he notado es menos bolsas en los ojos yo suelo tener los parpados muy hinchados pero las arrugas siguen igual
1,lo acabo de recibir hoy lunes
0,el pedido llego bien empaquetado debo decir que me sorprendio aquello a comparacion de otros productos de la misma categoria que he comprado espero me sorprenda la eficacia del producto tambien por las recomendaciones que tiene
0,el producto es barato osea que esta genial si es cierto que quita las bolsas  pero las ojeras moradas no
1,absorbe muy rapido
1,he repetido del producto en su compra me gusta como me deja la cara y es de facil absorcion
1,la caja llego toda chafada menos mal que no afecto al botecito de dentro la crema esta bastante bien hidrata la zona del contorno bastante es muy suave al tacto y el olor me gusta
1,me parece que merece 5 estrellas por la relacion precio calidad es bastante espesa y cuesta desparramarla pero absorve rapido me levanto con la cara super hidratada y nada grasosa eso si siempre la coloco luego de una buena limpieza como debe ser
1,me ha gustado su absorcion rapida que no deje brillos y su rapidos resultados en el contorno del ojo
1,estuve probando el producto durante 1 mes u la verdad funciona te deja las bolsas pasado 2 semanas mas bajas y te suaviza la zona
1,yo para valorar si una crema me va bien o mal soy torpe pero relacion calidadprecio lei que esta estaba muy bien por las mananas parece que amanezco con los ojos menos hinchados
1,a pesar de su precio economico es una crema que sorprende por su efectividad nada mas aplicarla notas que las bolsas se notan menos ademas es fresquita y ligera muy agradable
1,es basica pero me gustase absorbe muy bienbuena calidad precio
1,me encanta la verdad que llevo utilizandolo como un mes y noto mi piel mucho mejor y las marcas de expresion mas suaves repetire 
1,la recomiendo 100 te deja la piel sedosa se te va aclarando incluso las manchas y lo mejor es accion lifting sin duda volvere a comprarla
0,aportan hidratacion a la piel pero las arrugas siguen en su sitio no hay ningun cambio aparente
1,llevo usando lo mucho tiempo  me gusta mucho la textura y los ingredientes naturales eso es lo mas importante para mi en productos de cosmetica
1,me esta gustando y seguramente repetire
0,si despues vas a usar maquillaje hace bolitas
